1;Полнейшей говно быстро ломается даже неделю не мог послужить сломался в первый же день использования.  Вот мой друг купил норм пылесос и пользуется уже 7 лет и не разу не сломался. Не то что это границе!!!;0;;;;
2;Муж в подарок на день рождения захотел себе паропылесос керхер. Первое моё удивление было когда я узнала цену 25 тысяч. Но всё таки решили купить, так как ждали малыша, а чистота в квартире без химии моя мечта. В первую же неделю после покупки шланг пылесоса прекратил работать, панель управления паром вынесена на шланг и она перегрелась. В сервисном центре обещали поменять в течении недели - мы ждали месяц! После использования пылесоса мыть фильтры и все остальные детали приходится пол часа точно, а то и больше. Сам пылесос огромный, теперь стоит в шкафу, ведь после рождения ребенка нет столько времени на уборку и помывку пылесоса. Есть, конечно, и хорошее - он действительно паром отмывает старые пятна с ковра и без химии.;0;;;;
3;"Достоинства:	Нет у него достоинст, один только вид. Недостатки:	Полное г****!!!!! Фильтр отстой, нафига их там столько вообще не понятно, хватает только на одну комнату, потом горячий как обогреватель и воняет, носил в сервис, думал бракованный, так нет, просто модель полное г*****!!! Комментарий:	ОТСТОЙ!!! Если покупать так для мебели и галочки что есть, а самому пользоваться клининговыми компаниями тогда смело вперед, а если для себя тогда лучше набрать на эти деньги веников, полезнее!!!";0;;;;
4;Купил пылесос, сначала первую уборку он хорошо проработал, а вот после 2 или 3 уборке забился фильтр хотя пыли вообще почти не было. Мощность слабая, шланг отходит, да и насадка оставляет желать лучшего. Щетка всё время отваливается.;;;;;
5;0;;;;;
6;Купили этот пылесос 3 года назад, по сей день боремся с ним и магазином самсунг который не может не починить не обменять. В общем первые полгода пылесос работал хорошо, после чего стала загораться красная лампочка на что в сервисном центре сказали что нужно после каждой уборки чистить самый нижний фильтр и иголкой до чистоты выбирать мусоринки, это уже смутило, после стал плавиться хепа-фильтр, через 1,5 года пользования хепа фильтр вообще отвалился. В общем сегодня весь пылесос собран на саморезах.;0;;;;
7;Купил себе с начало не нарадовались, первую гарантию сделали с трудом,  а вот второй ремонт отказали якобы пылесос использовался без поролонового фильтра, где этот специалист обучался не знаю? скажу только одно, как можно использовать пылесос без фильтра? это значит собираем с ковра и распыляем по квартире? способ умным назвать трудно, а тем более автора этого способа. Пылесос не для пыли, не берите.;0;;;;
8;Пылесос аква-фильтр - что помогает избегать пыли. Удобная рукоять. Прекрасные насадки - подходят для всего. Но все равно я его бы не приобрел, если бы не жена. Может мыть полы и ковры.;0;;;;
9;Пользовались пылесосом 3г. Внешне радует глаз: компактный, циклоный фильтр, управление на ручке, качественный шлаг. Но в работе он начал нас подводить уже с самого начала покупки, когда перестала крутиться турбощетка. А со временем у пылесоса стала теряться мощность всасывания. Потом он уже начал работать на износ. В результате мы с ним распрощались.;0;;;;
10;Этот пылесос очень некачественный для своей цены!!! Цена завышена в 1.5 раза! Очень неудобный, вытряхивать пыль это целая проблема! Очень хрупкий! Уронил его отвалилось колесико!;0;;;;
11;"Приобретая пылесос решила ""предать"" старую добрую классику, поддалась на активно идущую рекламу пылесоса без мешка для сбора пыли, но впоследствии многократно пожалела об этом. Пылесос пылесос SAMSUNG TWIN chamber system (без мешка для сбора пыли): 1. Через 4 месяца эксплуатации начал отключаться электродвигатель от перегрева буквально через 20 минут работы, приходится включать его только на средней мощности, стобы успеть выполнить уборку двухкомнатной квартиры. 2. Крепеж фильтра очистки выбрасываемого воздуха на второй месяц начал отваливаться, пришлось заклеить скочем 3. Автоматичаская смотка электрокабеля перестала сматывать кабель наполовину 4. Конструктивно отсутствует ручко для вертикальной пкркноски пысесоса, что очень неудобно 5. Отработанный воддух прозодит через моющийся фильтр, который загрязняется через 15 минут уборки, что не дает возможность убрать двухкомнатную квартиру.";0;;;;
12;Хочу поделиться и предостеречь новых обладателей этого чуда. Переехал в новый дом, ну думаю надо купить новый пылесос. Едем в Эльдорадо ходим с женой выбираем смотрим все нравиться нечего не можем выбрать глаза разбегаются и вдруг вот он чудо пылесос SAMSUNG SC8859 все супер красивый мощный, берем. Начинаем пользоваться, по началу работал без нареканий но как только почистили его от мусора первый раз а потом собрали все части на место он стал через все уплотнения засасывать воздух. Мощность упала и стоит он теперь под лестницей и зарастает пылью.;0;;;;
13;Приветствую! Все наслышаны о легендарных пылесосах кирби и их продавцах. ;;;;;
14;0;;;;;
15;Лучше всего не иметь дело с продукцией которого изготовляет фирма беко которая работает больше чем 100 стран нашей планеты. Имел точно этот пылесос, могу сказать что он вообще не годен. Гарантия вообще не хорошая, не обслуживают почти не на все минусы! Так что лучше купить чтонибудь хорошее чем тратить зря деньги на пылесос от компании беко.;0;;;;
16;Приобрел Panda iplus s5 после первого пользования очень сильно расстроился так как включил его в комнате 11 метров сначала для теста что бы понять как он убирается в итоге он убирался 20мин и часть комнаты он просто пропустил просто туда не заезжал. думаю ну ладно это пробный попробую завтра включить на всю квартиру итог такой же во многие места он просто пропустил. очень тяжело находит свою базу если она находится в этой же комнате то он возможно ее найдет но если он разрядился в другой комнате то он ее скорее всего не найдет. не рекомендую к покупки просто потратите зря деньги.;0;;;;
17;ПОКУПАЛИ ДВА ХОЛОДИЛЬНИКА БОШ ГОД НАЗАД ОДИН СЕБЕ ОДИН ТЕЩИ ПРОШЛО МЕСЯЦА 3 У ОБОИХ ХОЛОДИЛЬНИКОВ ОТЛЕТЕЛИ РУЧКИ ОТКРЫВАНИЮ ДВЕРОК НОВЫХ НЕ НАШОЛ В ГОРОДЕ НАШОЛ В БУ СТОЯТ ОНИ ПО 1ТЫСЯЧИ РУБ ПРЕШЛОСЬ ВЫЛОЖИТСЯ НА 4 Т, ЧЕРЕЗ МЕСЯЦ У ТЕЩИ СГОРЕЛ МОТОР РЕМОН ОБОШОЛСЯ В 7 ТЫСЯЧ РУБЛЕЙ, ПОСЛЕ НАЧАЛИ ОТЛЕТАТЬ ВСЕ ПЛАСТМАСКИ С НАРУЖИ КАК БУТТО ИХ ОТЛАМЫВАЕТ КТОТО ХОТЯ ЛОМАТЬ НЕКОМУ ИХ, БУКВАЛЬНО ЧЕРЕЗ МЕСЯЦА 2 У МЕНЯ НАЧАЛ НАГРЕВАТСЯ СИЛЬНО БОК ЛЕВЫЙ ВОЗЛЕ МОРОЗИЛЬНОЙ КАМЕРЕ И ПОТЕКЛО СО ШВА В МОРОЗИЛЬНОЙ КАМЕРЕ КУДА ПРЕЛЕГАЕТ РЕЗИНКА ЖИДКОСТЬ ОЧЕНЬ НЕПРИЯТНОГО ЗАПАХА И ОЧЕНЬ ЕДКИЙ ГДЕ ТЕКЛО ТАМ ТАЖЕ КРАСКУ ВСЮ СЬЕЛО ПОКА ПРИЧИНУ ТАК НЕ ВЫЯСНИЛИ, ВСЕ ЯЩИКИ ОЧЕНЬ ХРУПКИЕ МЫ УЖЕ НЕСКОЛЬКО ЯЩИКОВ УЖЕ СЛОМАЛИ С НИМИ НАДО ОЧЕНЬ ОСТОРОЖНО, ПОДНОШКИ КСТАТЕ У ОБОИХ СЛОМАНЫЕ БЫЛИ НЕ ЗАМЕТИЛИ СРАЗУ КАК БУТТО ИХ ТАК НА ЗАВОДЕ УЖЕ СДЕЛАЛИ!!!!!;0;;;;
18;В целом очень неплoхой морозильник. Морозиtт сильно, мощно. Со своими функциями справляется на все 100%. Пластик от холода не трескается, хрупким не становится. Немного шумноват, особенно когда только начинает заморозку. Но это не напрягает и слух не режет, просто, если прислушаться, то слышно. И креплeния крышек отсеков zаморозки немного не продуманно сделаны, и часто прi открытии и закрытии они слетают со своих креплений, что может раздражать.;0;;;;
19;Такой холодильник у моей девушки, мне он не очень нравится. Мало места в самом холодильнике и много места занимает сам холодильник. Если у вас конечно малый кошелёк то потянет на вас.;;;;;
20;0;;;;;
21;Здравствуйте. Купил этот холодильник два года назад. На внешний вид очень красивый, как снаружи, как и внутри. Холодильник большой, и, кажется, что в него много что вместится, но иногда места все-таки мало. Холодильник простой. Включается освещение, когда вы его открываете. Внутри, вверху, панель управления, которая состоит из кнопки выключения холодильника, которая легко нажимается, индикатора уровня охлаждения от 1 до 5 и кнопки переключения уровня охлаждения, которая тоже легко нажимается. По моему опыту советую ставить уровень охлаждения на 2. Внутри 4 полочки стеклянные, но крепкие и их легко мыть. Так же эти полочки можно убирать. Лично я одну полочку убрал, так как некоторые продукты не вмещались. Внизу есть отсек для овощей, который представляет собой прозрачный выдвижной ящик и очень удобный. На дверце холодильника внутри тоже расположены отсека для чего-нибудь. В комплект входит подставка для яиц. самая нижняя полочка дверцы разделена на две. Лично мне там удобно ставить молоко. Морозилка отлично сделана. разбита на 4 прозрачных выдвижных ящичка. Есть полочки на дверце, как и в холодильнике, они мне таки не пригодились. И звука от него вообще нет. Единственное, когда принесли 15 минут погудел и все. Так же издает звуковое предупреждение, если холодильник не закрыт. А вот в морозилке не освещения ни звукового сигнала. Хочу заметить, что  если дверь холодильника нагрузить, то при ее открытии она будет открываться сама полностью из-за чего она может и сломаться. Не стоит продукты ложить прямо к стенкам. Они там примораживаются, и чтобы их потом достать надо размораживать холодильник. Нормальный холодильник как и качество, и цена, и удобно пользоваться.;0;;;;
22;"Предыдущий Атлант  2 часа ""отдыхал"", а потом 15 минут ""морозил"" (11% времени), а BEKO 30 минут молчит, потом 25 минут ""молотит"" (38% времени), после чего уще минут 10 в трубках что-то булькает и переливается.  Сложно подобрать компромисс температур в ""морозилке"" и ""холодилке"".";0;;;;
23;Холодильник очень шумный. В моем случае настолько, что ночью просыпаемся от его звуков первый раз думал что что то упало в холодильнике, какая то банка. Вобщем стиральная машинка и посудомойка работают тише! Вызвал мастера из сервисного центра, так же ждал больше недели, после осмотра мастер сказал - холодильник в порядке и это его нормальный шум. ;;;;;
24;0;;;;;
25;Решил сменить холодильник в сентябре с однокамерного ДЭУ на большой двухкамерный. Купил оптимальный вариант по цене и размеру. Торговая марка Indesit у всех на слуху. Сильно отрицательных отзывов не нашёл, потому купил, можно сказать не глядя. Модель Indesit DF 5200 W. Большой объём, ноуфросты везде. В общем обычный холодильник для семьи. Электронное управление на дверце. И вот началось:При работающем компрессоре что-то щёлкает сзади холодильника. Развернул его, смотрел, присматривался. Щелчки идут только при работе компрессора в районе решётки испарителя. Бывает тише, бывает громче. И вот представьте себе среди ночи, при закрытой двери на кухне вы слышите каждый раз эти щелчки, которые вероятно раздаются из- за температурных изменений. Скорее всего щёлкает эта самая решётка испарителя, сделанная из дешёвого металла.Ладно, звоню в сервис, вызываю мастера (это в первую же неделю). Мастер пришёл, посмотрел, говорит через месяц полтора пройдёт, мол терпите как хотите. Его слова достоверно и дословно: Такая работа нормальная для холодильников Индезит. Все они так щёлкают, через месяц- два пройдёт. Идет усадка пластика-пены и ещё чего то. Через два месяца на горячей линии сервиса ВИрпул мне сказали, что мол подождите ещё месяцок, может прекратиться через три месяца, а то и через полгода. И вот с таким шумом мол живут все, у кого ИНДЕЗИТ. По правде говоря у кого не спрошу, нет не у кого такого.Так вот уже почти полгода прошло и все эти щелчки не прекращаются. Ночью частенько приходится просыпаться от этого долбанного индезита.Не кому не советую. Сами понимаете, хочется ночью спать и не просыпаться от такого. При чём сервис говорит, что звуки все в допустимой норме по санпину. ХА ХА ХА.;0;;;;
